aberrant,adj. 异常的；畸变的；脱离常轨的；迷乱的
abeyance,n. 中止，停顿；归属待定，暂搁
abstemious,adj. 节约的，节省的；有节制的
aesthetic,adj. 美的；美学的；审美的，具有审美趣味的
alacrity,n. 敏捷；轻快；乐意
alleviate,vt. 减轻，缓和
amalgamate,"vt. 合并；使（金属）汞齐化；混合
vi. 合并；汞齐化；调制汞合金"
ambiguous,adj. 模糊不清的；引起歧义的
ambivalence,n.  矛盾情绪；正反感情并存
ameliorate,"vt. 改善；减轻（痛苦等）；改良
vi. 变得更好"
anachronism,n. 时代错误；不合潮流的人或物
analogous,adj. 类似的； 同功的；可比拟的
anarchy,n. 无政府状态；混乱；无秩序
anomalous,adj. 异常的；不规则的；不恰当的
antipathy,n. 反感；厌恶；憎恶；不相容
apathy,n. 冷漠，无兴趣，漠不关心；无感情
apprise,vt. 通知；报告
approbation,n. 认可；赞许；批准
appropriate,"adj. 适当的；恰当的；合适的
vt. 占用，拨出"
arcane,adj. 神秘的；晦涩难解的；秘传的
arduous,adj. 努力的；费力的；险峻的
artless,adj. 天真的；朴实的；无虚饰的
ascetic,"n. 苦行者；禁欲者
adj. 苦行的；禁欲主义的"
aspersion,n. 中伤，诽谤；洒水
assiduous,adj. 刻苦的，勤勉的
attenuate,"vt. 使减弱；使纤细
adj. 减弱的；稀薄的；细小的
vi. 变纤细；变弱"
audacious,adj. 无畏的；鲁莽的
austere,adj. 严峻的；简朴的；苦行的；无装饰的
aver,vt. 断言，极力声明；主张
banal,adj. 陈腐的；平庸的；老一套的
belie,vt. 掩饰；与…不符；使失望；证明…虚假错误
beneficent,adj. 慈善的；善行的
bombastic,adj. 夸大的；言过其实的
boorish,adj. 粗野的；粗鲁的；粗鄙的；笨拙的；乡土气的
burgeon,"vt. 萌芽, 发芽
n. 芽, 嫩枝
vi. 萌芽, 发芽"
burnish,"n. 光泽；抛光；闪闪发光
vt. 擦亮；使…光亮；将…打磨光亮
vi. 磨光发亮"
buttress,"n. 扶壁；拱壁；支撑物
vt. 支持；以扶壁支撑"
cacophonous,adj. 粗腔横调的；发音不和谐的
cant,"n. 斜面；伪善之言；黑话；角落
vi. 倾斜；讲黑话
vt. 把…棱角去掉；使…倾斜；甩掉
adj. 行话的；哀诉声的；假仁假义的"
capricious,adj. 反复无常的；任性的
castigation,n. 惩罚；苛评；修订
catalyst,n.  催化剂；刺激因素
causality,n. 因果关系
chicanery,n. 狡辩；欺骗；强词夺理
coagulate,"vt. 使…凝结
vi. 凝结"
commensurate,adj. 相称的；同量的；同样大小的
compendium,n. 纲要；概略
complaisant,adj. 彬彬有礼的；顺从的；殷勤的
conciliatory,adj. 安抚的；调和的；调停的
concomitant,"n. 伴随物
adj. 相伴的；共存的；附随的"
confound,vt. 使混淆；挫败；讨厌；使混乱
contentious,adj. 诉讼的；有异议的，引起争论的；爱争论的
conundrum,n. 难题；谜语
conventional,adj. 符合习俗的，传统的；常见的；惯例的
convoluted,"adj. 复杂的；费解的；旋绕的
v. 盘绕；缠绕（convolute的过去分词）"
cosmology,n.  宇宙论， 宇宙学
craven,"adj. 畏缩的；怯懦的
n. 懦夫"
credence,n. 信任；凭证；祭器台（等于credence table，credenza）
decorum,n. 礼仪；礼貌；端正；恪守礼仪
deference,n. 顺从；尊重
delineate,vt. 描绘；描写；画…的轮廓
demotic,adj. 通俗的，民众的
