young,"n. 年轻人；（动物的）崽，仔
adj. 年轻的；初期的；没有经验的"
handsome,adj. （男子）英俊的；可观的；大方的，慷慨的；健美而端庄的
old,"adj. 陈旧的，古老的；年老的
n. 古时"
pretty,"n. 有吸引力的事物（尤指饰品）；漂亮的人
adj. 漂亮的；可爱的；优美的
adv. 相当地；颇"
thin,"n. 细小部分
adj. 薄的；瘦的；稀薄的；微弱的
vt. 使瘦；使淡；使稀疏
vi. 变薄；变瘦；变淡
adv. 稀疏地；微弱地"
active,"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的"
funny,"n. 滑稽人物；笑话，有趣的故事；滑稽连环漫画栏；（英）（比赛用）单人双桨小艇
adj. 有趣的，好笑的，滑稽的；（口）稀奇的，古怪的，奇异的；有病的，不舒服的；狡猾的，欺骗（性）的，可疑的，不光明"
kind,"n. 种类；性质
adj. 和蔼的；宽容的；令人感激的"
friendly,"adj. 友好的；亲切的；支持的；融洽的，和睦的
adv. 友善地；温和地"
clever,"adj. 聪明的；机灵的；熟练的
"
first,"num. 第一
n. 第一；开始；冠军
adj. 第一的；基本的；最早的
adv. 第一；首先；优先；宁愿"
second,"num. 第二
n. 秒；第二名；瞬间；二等品
adj. 第二的；次要的；附加的
vt. 支持
adv. 第二；其次；居第二位"
third,"num. 第三；三分之一
adj. 第三的；三分之一的"
fourth,"num. 第四
n. 第四，月的第四日；四分之一
adj. 第四的，第四个的；四分之一的"
fifth,"num. 第五
n. 第五；五分之一
adj. 第五的；五分之一的"
sixth,"n. 月的第六日，（与the连用的）第六个；六分之一
adj. （与 the 连用）第六的，第六个的；六分之一的"
seventh,"n. 第七；七分之一
adj. 第七的；七分之一的
adv. 居第七位地"
eighth,"num. 第八；八分之一
adj. 第八的；八分之一的"
ninth,"num. 第九
adj. 第九的；九分之一的
n. 九分之一"
twelfth,"n. 第十二；月的第十二日
adj. 第十二的，第十二个的；十二分之一的"
twentieth,"n. 二十分之一
num. 第二十
adj. 第二十的；二十分之一的"
twenty-first,num. 第二十一
collecting stamps, 集邮；收集邮票；我爱集邮
climbing rocks,
keeping pets,
taking photos, 拍照留念；照相；拍摄照片
watching birds,
playing chess,
making things,
growing flowers,
by bus,"na. 乘公共汽车
 巴士；乘公交车；乘坐公共汽车"
by taxi, 乘出租车；坐出租车；打的
on foot,"na. 步行；在进行中；徒步
 走路；步行时；走路去"
by bike, 骑自行车；骑车；骑单车
by train,"na. 坐火车
 乘火车；搭火车；乘坐火车"
by ship, 乘船；乘轮船；坐轮船
by car,"na. 乘电车；乘汽车
 坐小汽车；乘小汽车；开车"
bookstore,n. 书店（等于bookshop）
cinema,n. 电影；电影院；电影业，电影制作术
shop,"n. 商店；店铺
vt. 购物
vi. 购物；买东西"
hospital,n. 医院
supermarket,n. 超级市场；自助售货商店
travel to Beijing,
take tennis lessons,
visit my aunt,
buy books,
today,"n. 今天；现今
adv. 今天；现今"
tomorrow,"n. 明天；未来
adv. 明天；未来地（等于to-morrow）"
this Sunday,
next Sunday,
active,"n. 主动语态；积极分子
adj. 积极的；活跃的；主动的；有效的；现役的"
also,"conj. 并且；另外
adv. 也；而且；同样"
April,n. 四月
August,
bookstore,n. 书店（等于bookshop）
by bike, 骑自行车；骑车；骑单车
by bus,"na. 乘公共汽车
 巴士；乘公交车；乘坐公共汽车"
by car,"na. 乘电车；乘汽车
 坐小汽车；乘小汽车；开车"
by ship, 乘船；乘轮船；坐轮船
by taxi, 乘出租车；坐出租车；打的
by train,"na. 坐火车
 乘火车；搭火车；乘坐火车"
calendar,"n. 日历； 历法；日程表
vt. 将…列入表中；将…排入日程表"
cinema,n. 电影；电影院；电影业，电影制作术
city,"n. 城市，都市
adj. 城市的；都会的"
